# Page recording

Recorded for 337 seconds.
Every four-byte word, and what it did. A word that never changed is
padding, a setting, or something this session never reached — and a
word that swept a wide range is a live measurement.


═══ acpmf_physics ═══
2048 bytes, 8376 samples

── words that changed (128 of 512) ──
offset       float min      float max       int min      int max  values
8=0x00000000  28=0x00000000  32=0x00000000  36=0x00000000  68=0x00000000  96=0x00000000  120=0x00000000  124=0x00000000  128=0x00000000  160=0x00000000  172=0x00000000  200=0x00000000  204=0x00000000  208=0x00000000  212=0x00000000  216=0x00000000  220=0x00000000  224=0x00000000  228=0x00000000  232=0x00000000  236=0x00000000  240=0x00000000  244=0x00000000  268=0x00000000  272=0x00000000  276=0x00000000  280=0x00000000  284=0x00000000  288=0x00000000  292=0x00000000  296=0x00000000  300=0x00000000  304=0x00000000  308=0x00000000  312=0x00000000  316=0x00000000  320=0x00000000  324=0x00000000  328=0x00000000  332=0x00000000  336=0x00000000  340=0x00000000  344=0x00000000  348=0x00000000  352=0x00000000  356=0x00000000  360=0x00000000  364=0x00000000  368=0x00000000  372=0x00000000  376=0x00000000  380=0x00000000  384=0x00000000  388=0x00000000  392=0x00000000  396=0x00000000  400=0x00000000  404=0x00000000  408=0x00000000  412=0x00000000  416=0x00000000  420=0x00000000  424=0x00000000  428=0x00000000  432=0x00000000  436=0x00000000  440=0x00000000  444=0x00000000  448=0x00000000  452=0x00000000  456=0x00000000  460=0x00000000  464=0x00000000  468=0x00000000  472=0x00000000  476=0x00000000  480=0x00000000  484=0x00000000  488=0x00000000  492=0x00000000  496=0x00000000  500=0x00000000  504=0x00000000  508=0x00000000  512=0x00000000  516=0x00000000  520=0x00000000  524=0x00000000  528=0x00000000  532=0x00000000  536=0x00000000  540=0x00000000  544=0x00000000  548=0x00000000  552=0x00000000  556=0x00000000  560=0x00000000  564=0x00000000  568=0x00000000  572=0x00000000  576=0x00000000  580=0x00000000  584=0x00000000  588=0x00000000  592=0x00000000  596=0x00000000  600=0x00000000  604=0x00000000  608=0x00000000  612=0x00000000  616=0x00000000  620=0x00000000  624=0x00000000  628=0x00000000  632=0x00000000  636=0x00000000  640=0x00000000  644=0x00000000  648=0x00000000  652=0x00000000  656=0x00000000  660=0x00000000  664=0x00000000  668=0x00000000  672=0x00000000  676=0x00000000  680=0x00000000  684=0x00000000  688=0x00000000  692=0x00000000  696=0x00000000  700=0x00000000  704=0x00000000  708=0x00000000  712=0x00000000  716=0x00000000  720=0x00000000  724=0x00000000  728=0x00000000  732=0x00000000  736=0x00000000  740=0x00000000  744=0x00000000  748=0x00000000  752=0x00000000  756=0x00000000  760=0x00000000  764=0x00000000  768=0x00000000  772=0x00000000  776=0x00000000  780=0x00000000  784=0x00000000  788=0x00000000  792=0x00000000  796=0x00000000  800=0x00000000  804=0x00000000  808=0x00000000  812=0x00000000  816=0x00000000  820=0x00000000  824=0x00000000  828=0x00000000  832=0x00000000  836=0x00000000  840=0x00000000  844=0x00000000  848=0x00000000  852=0x00000000  856=0x00000000  860=0x00000000  864=0x00000000  868=0x00000000  872=0x00000000  876=0x00000000  880=0x00000000  884=0x00000000  888=0x00000000  892=0x00000000  896=0x00000000  900=0x00000000  904=0x00000000  908=0x00000000  912=0x00000000  916=0x00000000  920=0x00000000  924=0x00000000  928=0x00000000  932=0x00000000  936=0x00000000  940=0x00000000  944=0x00000000  948=0x00000000  952=0x00000000  956=0x00000000  960=0x00000000  964=0x00000000  968=0x00000000  972=0x00000000  976=0x00000000  980=0x00000000  984=0x00000000  988=0x00000000  992=0x00000000  996=0x00000000  1000=0x00000000  1004=0x00000000  1008=0x00000000  1012=0x00000000  1016=0x00000000  1020=0x00000000  1024=0x00000000  1028=0x00000000  1032=0x00000000  1036=0x00000000  1040=0x00000000  1044=0x00000000  1048=0x00000000  1052=0x00000000  1056=0x00000000  1060=0x00000000  1064=0x00000000  1068=0x00000000  1072=0x00000000  1076=0x00000000  1080=0x00000000  1084=0x00000000  1088=0x00000000  1092=0x00000000  1096=0x00000000  1100=0x00000000  1104=0x00000000  1108=0x00000000  1112=0x00000000  1116=0x00000000  1120=0x00000000  1124=0x00000000  1128=0x00000000  1132=0x00000000  1136=0x00000000  1140=0x00000000  1144=0x00000000  1148=0x00000000  1152=0x00000000  1156=0x00000000  1160=0x00000000  1164=0x00000000  1168=0x00000000  1172=0x00000000  1176=0x00000000  1180=0x00000000  1184=0x00000000  1188=0x00000000  1192=0x00000000  1196=0x00000000  1200=0x00000000  1204=0x00000000  1208=0x00000000  1212=0x00000000  1216=0x00000000  1220=0x00000000  1224=0x00000000  1228=0x00000000  1240=0x00000000  1248=0x00000000  1252=0x00000000  1256=0x00000000  1264=0x00000000  1272=0x00000000  1276=0x00000000  1288=0x00000000  1292=0x00000000  1296=0x00000000  1304=0x00000000  1316=0x00000000  1320=0x00000000  1324=0x00000000  1344=0x00000000  1348=0x00000000  1352=0x00000000  1356=0x00000000  1360=0x00000000  1388=0x00000000  1392=0x00000000  1400=0x00000000  1428=0x00000000  1432=0x00000000  1436=0x00000000  1440=0x00000000  1444=0x00000000  1448=0x00000000  1452=0x00000000  1456=0x00000000  1460=0x00000000  1464=0x00000000  1468=0x00000000  1472=0x00000000  1476=0x00000000  1480=0x00000000  1492=0x00000000  1496=0x00000000  1504=0x00000000  1512=0x00000000  1516=0x00000000  1524=0x00000000  1532=0x00000000  1536=0x00000000  1560=0x00000000  1564=0x00000000  1568=0x00000000  1580=0x00000000  1584=0x00000000  1588=0x00000000  1592=0x00000000  1596=0x00000000  1600=0x00000000  1604=0x00000000  1608=0x00000000  1612=0x00000000  1616=0x00000000  1620=0x00000000  1624=0x00000000  1628=0x00000000  1632=0x00000000  1636=0x00000000  1640=0x00000000  1644=0x00000000  1648=0x00000000  1652=0x00000000  1656=0x00000000  1660=0x00000000  1664=0x00000000  1668=0x00000000  1672=0x00000000  1676=0x00000000  1680=0x00000000  1684=0x00000000  1688=0x00000000  1692=0x00000000  1696=0x00000000  1700=0x00000000  1704=0x00000000  1708=0x00000000  1712=0x00000000  1716=0x00000000  1720=0x00000000  1724=0x00000000  1728=0x00000000  1732=0x00000000  1736=0x00000000  1740=0x00000000  1744=0x00000000  1748=0x00000000  1752=0x00000000  1756=0x00000000  1760=0x00000000  1764=0x00000000  1768=0x00000000  1772=0x00000000  1776=0x00000000  1780=0x00000000  1784=0x00000000  1788=0x00000000  1792=0x00000000  1796=0x00000000  1800=0x00000000  1804=0x00000000  1808=0x00000000  1812=0x00000000  1816=0x00000000  1820=0x00000000  1824=0x00000000  1828=0x00000000  1832=0x00000000  1836=0x00000000  1840=0x00000000  1844=0x00000000  1848=0x00000000  1852=0x00000000  1856=0x00000000  1860=0x00000000  1864=0x00000000  1868=0x00000000  1872=0x00000000  1876=0x00000000  1880=0x00000000  1884=0x00000000  1888=0x00000000  1892=0x00000000  1896=0x00000000  1900=0x00000000  1904=0x00000000  1908=0x00000000  1912=0x00000000  1916=0x00000000  1920=0x00000000  1924=0x00000000  1928=0x00000000  1932=0x00000000  1936=0x00000000  1940=0x00000000  1944=0x00000000  1948=0x00000000  1952=0x00000000  1956=0x00000000  1960=0x00000000  1964=0x00000000  1968=0x00000000  1972=0x00000000  1976=0x00000000  1980=0x00000000  1984=0x00000000  1988=0x00000000  1992=0x00000000  1996=0x00000000  2000=0x00000000  2004=0x00000000  2008=0x00000000  2012=0x00000000  2016=0x00000000  2020=0x00000000  2024=0x00000000  2028=0x00000000  2032=0x00000000  2036=0x00000000  2040=0x00000000  2044=0x00000000

── the last sample, as a layout-test constant ──
const GRAPHICS_PAGE_HEX: &str = concat!(
    "ad9b0000020000000000000030003a00300034003a0039003100300000000000",
    "0000000000000000000032003a00340031003a00360037003500000000000000",
    "0000000000000000330035003700390031003a00320033003a00360034003700",
    "00000000000030003a00300034003a0039003100300000000000000000000000",
    "0000000001000000010000002e1300008b770200ffffff7f000080bf80f24e46",
    "000000000000000000000000000000006400720079005f0063006f006d007000",
    "6f0075006e006400000000000000000000000000000000000000000000000000",
    "000000000000000000000000000000000000000000000000b23f013d01000000",
    "677d95c41c91c0418cdc01c50000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000001000000000000000000000000000000",
    "0000000000000000000000000400000000000000030000000000000000000000",
    "0400000014ae87400000000000000000000000002539e0430000000018fcffff",
    "d037fbff0000000000000000000000002d003a002d002d003a002d002d002d00",
    "0000000000000000000000000000000000000000330035003700390031003a00",
    "320033003a003600340037000000000000000000ffffff7f000000002e130000",
    "0100000058f6694111042b042104220420042e00000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "000000000000000000000000ff00000005a0ff46000000000000000000000000",
    "0000000000000000000000000000000001000000000000000000000000000000",
    "00000000cdcccc41cdcccc416766c6416766c641010000000000000000000000",
    "0000000002000000020000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
);

═══ acpmf_static ═══
2048 bytes, 8376 samples

── words that changed (49 of 512) ──
offset       float min      float max       int min      int max  values
     0          0.0000         0.0000             0      3014705       2
     4          0.0000         0.0000             0           57       2
    28          0.0000         0.0000             0      3211264       2
    32          0.0000         0.0000             0      3604526       2
    64          0.0000         0.0000             0            1       2
    68          0.0000         0.0000             0      6357100       2
    72          0.0000         0.0000             0      6422637       2
    76          0.0000         0.0000             0      7471215       2
    80          0.0000         0.0000             0      6815847       2
    84          0.0000         0.0000             0      7209065       2
    88          0.0000         0.0000             0      6226025       2
    92          0.0000         0.0000             0      7667816       2
    96          0.0000         0.0000             0      6357106       2
   100          0.0000         0.0000             0      6357091       2
   104          0.0000         0.0000             0      6226030       2
   108          0.0000         0.0000             0      7602279       2
   112          0.0000         0.0000             0      6225971       2
   116          0.0000         0.0000             0      7733349       2
   120          0.0000         0.0000             0          111       2
   132          0.0000         0.0000             0      5439488       2
   136          0.0000         0.0000             0      6357104       2
   200          0.0000         0.0000             0      7209025       2
   204          0.0000         0.0000             0      7471204       2
   208          0.0000         0.0000             0      6357093       2
   264          0.0000         0.0000             0      4390912       2
   268          0.0000         0.0000             0      7077985       2
   272          0.0000         0.0000             0      6357092       2
   276          0.0000         0.0000             0      6619250       2
   280          0.0000         0.0000             0      7077996       2
   284          0.0000         0.0000             0          105       2
   400          0.0000         0.0000             0            3       2
   412          0.0000         0.0000             0         8650       2
   416          0.0000       120.0000             0   1123024896       2
   484          0.0000         1.0000             0   1065353216       2
   488          0.0000         0.0000             0            1       2
   492          0.0000         0.0000             0            1       2
   524          0.0000         0.0000             0      7471220       2
   528          0.0000         0.0000             0      6488161       2
   532          0.0000         0.0000             0      2097259       2
   536          0.0000         0.0000             0      7274595       2
   540          0.0000         0.0000             0      6684782       2
   544          0.0000         0.0000             0      6750313       2
   604          0.0000         0.0000             0      7012467       2
   608          0.0000         0.0000             0      7209065       2
   680          0.0000         0.0000         -1000            0       2
   688          0.0000         0.0000             0      4718660       2
   692          0.0000         0.0000             0      3276868       2
   752          0.0000         0.0000             0      5701632       2
   756          0.0000         0.0000             0           72       2

── words that never changed (463) ──
8=0x00000000  12=0x00000000  16=0x00000000  20=0x00000000  24=0x00000000  36=0x00000000  40=0x00000000  44=0x00000000  48=0x00000000  52=0x00000000  56=0x00000000  60=0x00000000  124=0x00000000  128=0x00000000  140=0x00000000  144=0x00000000  148=0x00000000  152=0x00000000  156=0x00000000  160=0x00000000  164=0x00000000  168=0x00000000  172=0x00000000  176=0x00000000  180=0x00000000  184=0x00000000  188=0x00000000  192=0x00000000  196=0x00000000  212=0x00000000  216=0x00000000  220=0x00000000  224=0x00000000  228=0x00000000  232=0x00000000  236=0x00000000  240=0x00000000  244=0x00000000  248=0x00000000  252=0x00000000  256=0x00000000  260=0x00000000  288=0x00000000  292=0x00000000  296=0x00000000  300=0x00000000  304=0x00000000  308=0x00000000  312=0x00000000  316=0x00000000  320=0x00000000  324=0x00000000  328=0x00000000  332=0x00000000  336=0x00000000  340=0x00000000  344=0x00000000  348=0x00000000  352=0x00000000  356=0x00000000  360=0x00000000  364=0x00000000  368=0x00000000  372=0x00000000  376=0x00000000  380=0x00000000  384=0x00000000  388=0x00000000  392=0x00000000  396=0x00000000  404=0x00000000  408=0x00000000  420=0x00000000  424=0x00000000  428=0x00000000  432=0x00000000  436=0x00000000  440=0x00000000  444=0x00000000  448=0x00000000  452=0x00000000  456=0x00000000  460=0x00000000  464=0x00000000  468=0x00000000  472=0x00000000  476=0x00000000  480=0x00000000  496=0x00000000  500=0x00000000  504=0x00000000  508=0x00000000  512=0x00000000  516=0x00000000  520=0x00000000  548=0x00000000  552=0x00000000  556=0x00000000  560=0x00000000  564=0x00000000  568=0x00000000  572=0x00000000  576=0x00000000  580=0x00000000  584=0x00000000  588=0x00000000  592=0x00000000  596=0x00000000  600=0x00000000  612=0x00000000  616=0x00000000  620=0x00000000  624=0x00000000  628=0x00000000  632=0x00000000  636=0x00000000  640=0x00000000  644=0x00000000  648=0x00000000  652=0x00000000  656=0x00000000  660=0x00000000  664=0x00000000  668=0x00000000  672=0x00000000  676=0x00000000  684=0x00000000  696=0x00000000  700=0x00000000  704=0x00000000  708=0x00000000  712=0x00000000  716=0x00000000  720=0x00000000  724=0x00000000  728=0x00000000  732=0x00000000  736=0x00000000  740=0x00000000  744=0x00000000  748=0x00000000  760=0x00000000  764=0x00000000  768=0x00000000  772=0x00000000  776=0x00000000  780=0x00000000  784=0x00000000  788=0x00000000  792=0x00000000  796=0x00000000  800=0x00000000  804=0x00000000  808=0x00000000  812=0x00000000  816=0x00000000  820=0x00000000  824=0x00000000  828=0x00000000  832=0x00000000  836=0x00000000  840=0x00000000  844=0x00000000  848=0x00000000  852=0x00000000  856=0x00000000  860=0x00000000  864=0x00000000  868=0x00000000  872=0x00000000  876=0x00000000  880=0x00000000  884=0x00000000  888=0x00000000  892=0x00000000  896=0x00000000  900=0x00000000  904=0x00000000  908=0x00000000  912=0x00000000  916=0x00000000  920=0x00000000  924=0x00000000  928=0x00000000  932=0x00000000  936=0x00000000  940=0x00000000  944=0x00000000  948=0x00000000  952=0x00000000  956=0x00000000  960=0x00000000  964=0x00000000  968=0x00000000  972=0x00000000  976=0x00000000  980=0x00000000  984=0x00000000  988=0x00000000  992=0x00000000  996=0x00000000  1000=0x00000000  1004=0x00000000  1008=0x00000000  1012=0x00000000  1016=0x00000000  1020=0x00000000  1024=0x00000000  1028=0x00000000  1032=0x00000000  1036=0x00000000  1040=0x00000000  1044=0x00000000  1048=0x00000000  1052=0x00000000  1056=0x00000000  1060=0x00000000  1064=0x00000000  1068=0x00000000  1072=0x00000000  1076=0x00000000  1080=0x00000000  1084=0x00000000  1088=0x00000000  1092=0x00000000  1096=0x00000000  1100=0x00000000  1104=0x00000000  1108=0x00000000  1112=0x00000000  1116=0x00000000  1120=0x00000000  1124=0x00000000  1128=0x00000000  1132=0x00000000  1136=0x00000000  1140=0x00000000  1144=0x00000000  1148=0x00000000  1152=0x00000000  1156=0x00000000  1160=0x00000000  1164=0x00000000  1168=0x00000000  1172=0x00000000  1176=0x00000000  1180=0x00000000  1184=0x00000000  1188=0x00000000  1192=0x00000000  1196=0x00000000  1200=0x00000000  1204=0x00000000  1208=0x00000000  1212=0x00000000  1216=0x00000000  1220=0x00000000  1224=0x00000000  1228=0x00000000  1232=0x00000000  1236=0x00000000  1240=0x00000000  1244=0x00000000  1248=0x00000000  1252=0x00000000  1256=0x00000000  1260=0x00000000  1264=0x00000000  1268=0x00000000  1272=0x00000000  1276=0x00000000  1280=0x00000000  1284=0x00000000  1288=0x00000000  1292=0x00000000  1296=0x00000000  1300=0x00000000  1304=0x00000000  1308=0x00000000  1312=0x00000000  1316=0x00000000  1320=0x00000000  1324=0x00000000  1328=0x00000000  1332=0x00000000  1336=0x00000000  1340=0x00000000  1344=0x00000000  1348=0x00000000  1352=0x00000000  1356=0x00000000  1360=0x00000000  1364=0x00000000  1368=0x00000000  1372=0x00000000  1376=0x00000000  1380=0x00000000  1384=0x00000000  1388=0x00000000  1392=0x00000000  1396=0x00000000  1400=0x00000000  1404=0x00000000  1408=0x00000000  1412=0x00000000  1416=0x00000000  1420=0x00000000  1424=0x00000000  1428=0x00000000  1432=0x00000000  1436=0x00000000  1440=0x00000000  1444=0x00000000  1448=0x00000000  1452=0x00000000  1456=0x00000000  1460=0x00000000  1464=0x00000000  1468=0x00000000  1472=0x00000000  1476=0x00000000  1480=0x00000000  1484=0x00000000  1488=0x00000000  1492=0x00000000  1496=0x00000000  1500=0x00000000  1504=0x00000000  1508=0x00000000  1512=0x00000000  1516=0x00000000  1520=0x00000000  1524=0x00000000  1528=0x00000000  1532=0x00000000  1536=0x00000000  1540=0x00000000  1544=0x00000000  1548=0x00000000  1552=0x00000000  1556=0x00000000  1560=0x00000000  1564=0x00000000  1568=0x00000000  1572=0x00000000  1576=0x00000000  1580=0x00000000  1584=0x00000000  1588=0x00000000  1592=0x00000000  1596=0x00000000  1600=0x00000000  1604=0x00000000  1608=0x00000000  1612=0x00000000  1616=0x00000000  1620=0x00000000  1624=0x00000000  1628=0x00000000  1632=0x00000000  1636=0x00000000  1640=0x00000000  1644=0x00000000  1648=0x00000000  1652=0x00000000  1656=0x00000000  1660=0x00000000  1664=0x00000000  1668=0x00000000  1672=0x00000000  1676=0x00000000  1680=0x00000000  1684=0x00000000  1688=0x00000000  1692=0x00000000  1696=0x00000000  1700=0x00000000  1704=0x00000000  1708=0x00000000  1712=0x00000000  1716=0x00000000  1720=0x00000000  1724=0x00000000  1728=0x00000000  1732=0x00000000  1736=0x00000000  1740=0x00000000  1744=0x00000000  1748=0x00000000  1752=0x00000000  1756=0x00000000  1760=0x00000000  1764=0x00000000  1768=0x00000000  1772=0x00000000  1776=0x00000000  1780=0x00000000  1784=0x00000000  1788=0x00000000  1792=0x00000000  1796=0x00000000  1800=0x00000000  1804=0x00000000  1808=0x00000000  1812=0x00000000  1816=0x00000000  1820=0x00000000  1824=0x00000000  1828=0x00000000  1832=0x00000000  1836=0x00000000  1840=0x00000000  1844=0x00000000  1848=0x00000000  1852=0x00000000  1856=0x00000000  1860=0x00000000  1864=0x00000000  1868=0x00000000  1872=0x00000000  1876=0x00000000  1880=0x00000000  1884=0x00000000  1888=0x00000000  1892=0x00000000  1896=0x00000000  1900=0x00000000  1904=0x00000000  1908=0x00000000  1912=0x00000000  1916=0x00000000  1920=0x00000000  1924=0x00000000  1928=0x00000000  1932=0x00000000  1936=0x00000000  1940=0x00000000  1944=0x00000000  1948=0x00000000  1952=0x00000000  1956=0x00000000  1960=0x00000000  1964=0x00000000  1968=0x00000000  1972=0x00000000  1976=0x00000000  1980=0x00000000  1984=0x00000000  1988=0x00000000  1992=0x00000000  1996=0x00000000  2000=0x00000000  2004=0x00000000  2008=0x00000000  2012=0x00000000  2016=0x00000000  2020=0x00000000  2024=0x00000000  2028=0x00000000  2032=0x00000000  2036=0x00000000  2040=0x00000000  2044=0x00000000

── the last sample, as a layout-test constant ──
const STATIC_PAGE_HEX: &str = concat!(
    "31002e0039000000000000000000000000000000000000000000000000003100",
    "2e00370000000000000000000000000000000000000000000000000000000000",
    "010000006c0061006d0062006f0072006700680069006e0069005f0068007500",
    "72006100630061006e005f006700740033005f00650076006f00000000000000",
    "0000000000005300700061000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "000000000000000041006e006400720065006100000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "00000000000000000000430061006c0064006100720065006c006c0069000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "00000000000000000000000000000000030000000000000000000000ca210000",
    "0000f04200000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "000000000000803f010000000100000000000000000000000000000000000000",
    "00000000000000000000000074007200610063006b00200063006f006e006600",
    "6900670000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000073006b00",
    "69006e0000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "000000000000000018fcffff0000000044004800440032000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000005700480000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
    "0000000000000000000000000000000000000000000000000000000000000000",
);
